,Time,latitude,longitude,Depth,Total Log,Heading,STW,COG,SOG,TWD,TWA,TWS,AWA,AWS,AWS (max),Water Temperature,date,speed_delta,distance,log_entry,data,havens,vertrekhaven,tussenstop,aankomsthaven
574,2025-05-17 11:02:00,52.6131667,5.1296817,3.99,,306.9,5.8,301.4,6.1,341.7,34.8,9.8,22.0,14.9,,,2025-05-17,-0.1999999999999993,0.4157094327350878,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
575,2025-05-17 11:07:00,52.6167183,5.11908,3.75,,305.0,5.6,301.3,5.9,325.6,20.6,9.5,13.0,14.9,,,2025-05-17,-0.5,0.4417825591089525,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
576,2025-05-17 11:12:00,52.6203417,5.1084633,3.51,,307.5,5.1,299.7,5.4,324.9,17.4,8.7,11.0,13.6,,,2025-05-17,-1.5000000000000004,0.44433230785068123,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
577,2025-05-17 11:17:00,52.62283,5.098455,3.29,,298.5,3.4,285.1,3.9,299.2,0.7,7.3,0.5,10.7,,,2025-05-17,1.1999999999999997,0.3945376319698009,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
578,2025-05-17 11:22:00,52.6239983,5.0883,3.42,,291.8,4.9,283.7,5.1,302.4,10.6,7.7,6.5,12.6,,,2025-05-17,0.5,0.37703533449715504,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
579,2025-05-17 11:27:00,52.6261267,5.08894,3.49,,45.7,4.9,56.0,5.6,280.6,-125.1,13.1,-104.0,11.1,,,2025-05-17,-1.0999999999999996,0.1300123220815162,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
580,2025-05-17 11:32:00,52.6280917,5.0828367,3.22,,289.8,4.4,278.8,4.5,306.1,16.3,7.8,10.5,12.1,,,2025-05-17,0.20000000000000018,0.2519988077147654,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
581,2025-05-17 11:37:00,52.63149,5.0870367,3.07,,288.4,4.2,280.6,4.7,319.4,31.0,8.6,21.0,12.4,,,2025-05-17,0.39999999999999947,0.25528066161990365,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
582,2025-05-17 11:42:00,52.6322933,5.0765883,3.08,,283.6,4.7,276.0,5.1,339.3,55.7,7.6,35.0,11.0,,,2025-05-17,-3.6999999999999997,0.3841157138850157,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
583,2025-05-17 11:48:00,52.6329067,5.0646567,4.3,,119.8,1.2,20.7,1.4,54.9,-64.9,10.2,-59.0,10.8,,,2025-05-17,2.3000000000000003,0.436716567185467,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
584,2025-05-17 11:53:00,52.6359083,5.0648383,1.97,,323.3,3.6,339.3,3.7,275.2,-48.1,12.6,-38.0,15.3,,,2025-05-17,-3.7,0.18049275355773287,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
585,2025-05-17 11:58:00,52.6379567,5.0664333,2.83,,113.4,0.0,,0.0,56.9,,,-56.5,4.1,,,2025-05-17,0.0,0.1361426840078188,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
586,2025-05-17 12:04:00,52.6379733,5.0665033,2.76,,63.0,0.0,,0.0,291.0,,,-132.0,4.5,,,2025-05-17,0.7,0.002740644617469537,2025-05-17 - Marker Wadden - Hoorn.md,2025-05-17,- Marker Wadden - Hoorn, Marker Wadden ,, Hoorn
587,2025-05-23 11:02:00,52.6379316,5.0664183,2.68,,,0.0,,0.7,,140.5,4.8,140.5,4.8,,,2025-05-23,-0.7,0.0039858566933957396,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
588,2025-05-23 11:37:00,52.6379366,5.0665,2.64,,,0.0,,0.0,,,,171.0,4.0,,,2025-05-23,0.0,0.0029944351846527355,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
589,2025-05-23 12:18:00,52.63784,5.0662633,2.9,,,0.0,,0.0,,,,-130.5,2.1,,,2025-05-23,2.9,0.010402014277982461,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
590,2025-05-23 12:23:00,52.6356733,5.06452,3.08,,,2.0,169.7,2.9,237.8,68.1,11.0,59.0,11.9,,,2025-05-23,0.20000000000000018,0.1448925861343323,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
591,2025-05-23 12:28:00,52.6349216,5.064655,2.92,,,2.8,169.1,3.1,274.7,105.6,8.4,86.5,8.1,,,2025-05-23,-0.6000000000000001,0.0454384292312456,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
592,2025-05-23 12:33:00,52.6352966,5.0656483,1.89,,,2.0,345.6,2.5,254.4,-91.2,9.4,-79.0,9.6,,,2025-05-23,1.9000000000000004,0.04266172429329267,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
593,2025-05-23 12:38:00,52.6325016,5.0651183,3.18,,,4.2,146.1,4.4,270.8,124.7,13.8,108.0,11.9,,,2025-05-23,0.2999999999999998,0.1690648398235991,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
594,2025-05-23 12:43:00,52.6291166,5.070815,3.52,,,4.2,22.5,4.7,268.3,-114.2,20.8,-103.0,19.5,,,2025-05-23,-1.2000000000000002,0.29076708545954216,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
595,2025-05-23 12:48:00,52.6332116,5.0719266,2.96,,,3.0,207.9,3.5,259.0,51.1,9.9,40.0,12.0,,,2025-05-23,1.5,0.24939292218368692,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
596,2025-05-23 12:53:00,52.6290483,5.06956,3.52,,,4.2,10.3,5.0,255.9,-114.4,20.4,-103.0,19.1,,,2025-05-23,-1.2000000000000002,0.2646511438825278,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
597,2025-05-23 12:58:00,52.6331016,5.0720066,3.05,,,3.6,234.0,3.8,243.9,9.9,14.9,8.0,18.5,,,2025-05-23,1.2999999999999998,0.2594007228177771,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
598,2025-05-23 13:03:00,52.63449,5.0697633,2.93,,,4.5,79.7,5.1,267.5,-172.2,17.4,-169.5,12.9,,,2025-05-23,-1.9999999999999996,0.11685118809909005,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
599,2025-05-23 13:08:00,52.6325416,5.0677266,3.02,,,2.9,231.2,3.1,224.9,-6.3,18.3,-5.5,21.2,,,2025-05-23,0.6999999999999997,0.13865686379707676,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
600,2025-05-23 13:13:00,52.6340066,5.0645566,3.25,,,3.3,353.4,3.8,245.6,-107.8,15.9,-96.0,15.2,,,2025-05-23,-1.5999999999999996,0.14531367273013923,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
601,2025-05-23 13:18:00,52.6370183,5.064215,3.36,,,1.6,1.1,2.2,248.0,-113.1,8.3,-102.5,7.8,,,2025-05-23,-2.2,0.18140638897851127,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
602,2025-05-23 13:23:00,52.637945,5.0664716,2.55,,,0.0,,0.0,,,,149.0,10.9,,,2025-05-23,0.2,0.099362560965311,2025-05-23 - Hoorn.md,2025-05-23,- Hoorn, Hoorn,,
603,2025-05-29 09:38:00,52.6379583,5.0663416,2.83,,,0.0,,0.2,,,,44.0,2.6,,,2025-05-29,-0.1,0.004807556759432441,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
604,2025-05-29 09:44:00,52.6379533,5.0664233,2.7,,,0.0,,0.1,,,,7.0,4.6,,,2025-05-29,-0.1,0.0029944337142265493,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
605,2025-05-29 12:11:00,52.6379966,5.0664033,2.75,,,0.0,,0.0,,,,152.0,0.0,,,2025-05-29,0.1,0.002702253285582762,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
606,2025-05-29 13:11:00,52.6379583,5.0664483,2.68,,,0.0,,0.1,,,,138.5,4.2,,,2025-05-29,-0.1,0.002826627844374708,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
607,2025-05-29 13:34:00,52.6379116,5.06648,2.71,,,0.0,,0.0,,,,110.5,11.4,,,2025-05-29,0.2,0.0030350510137513984,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
608,2025-05-29 13:43:00,52.63796,5.0664716,2.73,,,0.0,,0.2,,,,120.0,13.0,,,2025-05-29,-0.1,0.002924524071474119,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
609,2025-05-29 13:53:00,52.637915,5.06647,2.69,,,0.0,,0.1,,,,137.5,6.1,,,2025-05-29,1.5999999999999999,0.0027047552719987092,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
610,2025-05-29 14:32:00,52.637915,5.0662866,2.65,,1.2,1.1,8.1,1.7,163.4,162.2,6.3,158.5,5.3,,,2025-05-29,0.10000000000000009,0.006687981833554088,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
611,2025-05-29 14:37:00,52.6353883,5.0643433,3.18,,174.2,2.0,172.3,1.8,174.7,0.5,11.2,0.5,13.2,,,2025-05-29,1.4000000000000001,0.16755801321359692,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
612,2025-05-29 14:42:00,52.6311483,5.0683883,3.45,,107.7,3.3,116.1,3.2,174.0,66.3,9.3,50.5,11.1,,,2025-05-29,2.3999999999999995,0.2944153689032151,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
613,2025-05-29 14:47:00,52.627645,5.078505,3.25,,111.6,5.6,120.5,5.6,168.2,56.6,11.7,39.0,15.5,,,2025-05-29,0.10000000000000053,0.42482329083742837,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
614,2025-05-29 14:52:00,52.6235883,5.0895466,3.51,,109.3,5.3,117.7,5.7,170.9,61.6,10.5,42.0,13.8,,,2025-05-29,0.09999999999999964,0.4707907873082826,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
615,2025-05-29 14:57:00,52.6193866,5.1007033,3.49,,116.0,5.4,122.2,5.8,165.0,49.0,12.3,34.5,16.4,,,2025-05-29,-0.5999999999999996,0.4789560624953726,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
616,2025-05-29 15:02:00,52.615415,5.111415,3.52,,108.4,4.7,116.8,5.2,174.9,66.5,11.0,48.0,13.6,,,2025-05-29,-0.40000000000000036,0.45791433700760725,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
617,2025-05-29 15:07:00,52.611765,5.1219483,3.7,,118.3,4.2,126.8,4.8,165.4,47.1,10.8,34.5,14.0,,,2025-05-29,0.7000000000000002,0.4425103455919266,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
618,2025-05-29 15:12:00,52.607795,5.132745,3.66,,114.2,5.1,122.4,5.5,169.8,55.6,12.6,40.5,16.0,,,2025-05-29,0.0,0.4605726288587596,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
619,2025-05-29 15:17:00,52.603935,5.14329,3.7,,115.0,5.6,125.6,5.5,166.4,51.4,11.9,35.5,16.0,,,2025-05-29,-0.5,0.44932269967938726,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
620,2025-05-29 15:22:00,52.5998916,5.1538733,3.85,,112.7,5.4,124.8,5.0,181.2,68.5,12.6,49.5,15.5,,,2025-05-29,-0.09999999999999964,0.4563218054463905,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
621,2025-05-29 15:27:00,52.5966683,5.1641433,3.91,,81.1,4.5,61.0,4.9,210.4,129.3,14.1,112.0,11.8,,,2025-05-29,-3.9000000000000004,0.42193711030351927,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
622,2025-05-29 15:32:00,52.5969216,5.1685816,4.08,,101.1,0.0,57.8,1.0,172.1,71.0,12.6,71.0,12.6,,,2025-05-29,2.8,0.16271548211867895,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
623,2025-05-29 15:37:00,52.59916,5.1748866,4.26,,71.5,3.4,51.6,3.8,219.3,147.8,9.9,133.5,7.3,,,2025-05-29,-0.5,0.2665582961068551,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
624,2025-05-29 15:42:00,52.6018383,5.182275,4.0,,77.2,3.2,59.4,3.3,192.9,115.7,10.1,97.5,9.2,,,2025-05-29,0.7000000000000002,0.31403761196925967,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
625,2025-05-29 15:47:00,52.6043683,5.1896816,4.0,,81.5,4.2,67.2,4.0,198.4,116.9,11.2,95.0,10.0,,,2025-05-29,-0.2999999999999998,0.31012983154037316,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
626,2025-05-29 15:52:00,52.6058716,5.1956683,4.01,,78.2,3.0,57.0,3.7,214.2,136.0,10.6,122.0,8.7,,,2025-05-29,-0.40000000000000036,0.23641785423038944,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
627,2025-05-29 15:57:00,52.60903,5.2020116,3.85,,61.4,3.4,38.9,3.3,198.9,137.5,9.6,119.5,7.5,,,2025-05-29,0.40000000000000036,0.2993401831267282,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
628,2025-05-29 16:02:00,52.6122183,5.207985,4.02,,53.5,3.0,33.1,3.7,215.4,161.9,10.5,155.0,7.7,,,2025-05-29,-0.20000000000000018,0.2901997537256336,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
629,2025-05-29 16:07:00,52.61606,5.213845,3.87,,65.6,3.1,44.9,3.5,210.0,144.4,12.5,134.0,10.1,,,2025-05-29,0.7000000000000002,0.3146564221794,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
630,2025-05-29 16:12:00,52.620375,5.2194533,3.83,,60.3,3.4,35.4,4.2,218.2,157.9,8.8,145.0,5.8,,,2025-05-29,-0.20000000000000018,0.33030081466323263,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
631,2025-05-29 16:17:00,52.6245633,5.2247983,4.01,,59.4,4.0,34.1,4.0,219.6,160.2,10.8,149.5,7.2,,,2025-05-29,0.5,0.31837431771356867,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
632,2025-05-29 16:22:00,52.6290866,5.2300933,3.88,,58.5,4.0,35.1,4.5,209.2,150.7,12.5,138.5,9.2,,,2025-05-29,-0.5,0.3334443611500925,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
633,2025-05-29 16:27:00,52.6337083,5.23525,3.49,,57.9,3.3,33.7,4.0,215.2,157.3,9.9,147.0,7.0,,,2025-05-29,-0.5,0.3354161569163135,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
634,2025-05-29 16:32:00,52.638445,5.2392616,3.47,,49.8,3.6,18.5,3.5,225.5,175.7,12.4,174.0,8.8,,,2025-05-29,0.0,0.32003164778939863,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
635,2025-05-29 16:37:00,52.6431566,5.242725,3.45,,48.8,2.9,22.5,3.5,214.7,165.9,11.9,161.5,9.1,,,2025-05-29,0.5999999999999996,0.31001722542133664,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
636,2025-05-29 16:42:00,52.6479233,5.2461916,3.44,,54.1,3.4,25.1,4.1,220.4,166.3,13.0,161.5,9.7,,,2025-05-29,-0.7999999999999998,0.3130855630860434,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
637,2025-05-29 16:47:00,52.6526233,5.24965,3.29,,49.8,3.3,21.7,3.3,218.3,168.5,11.5,164.0,8.3,,,2025-05-29,0.30000000000000027,0.30929523828589667,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
638,2025-05-29 16:52:00,52.6573033,5.2530366,3.12,,51.2,3.6,26.9,3.6,215.0,163.8,10.8,156.0,7.4,,,2025-05-29,0.8000000000000003,0.3071313274634331,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
639,2025-05-29 16:57:00,52.6621883,5.2566383,3.06,,50.8,4.0,23.3,4.4,230.4,179.6,13.8,179.5,9.8,,,2025-05-29,-0.7000000000000002,0.32156467530851535,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
640,2025-05-29 17:02:00,52.6669166,5.26011,3.05,,52.3,3.4,22.1,3.7,222.3,170.0,12.9,166.5,9.6,,,2025-05-29,0.7999999999999998,0.3110290604333035,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
641,2025-05-29 17:07:00,52.67169,5.2636,3.0,,51.2,4.0,24.9,4.5,216.1,164.9,13.0,158.5,9.2,,,2025-05-29,-0.09999999999999964,0.3137709113222492,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
642,2025-05-29 17:12:00,52.6768016,5.2675133,2.67,,60.2,3.8,35.8,4.4,223.7,163.5,13.8,157.5,10.2,,,2025-05-29,-1.3000000000000003,0.33864583240724544,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
643,2025-05-29 17:17:00,52.6808866,5.2734483,3.29,,109.8,3.0,38.8,3.1,242.8,133.0,11.9,120.5,10.1,,,2025-05-29,2.1999999999999997,0.3271266535118581,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
644,2025-05-29 17:22:00,52.6853333,5.2822183,3.71,,92.5,4.5,70.7,5.3,213.9,121.4,12.2,100.0,10.6,,,2025-05-29,0.10000000000000053,0.41649697158450505,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
645,2025-05-29 17:27:00,52.6885283,5.293025,2.85,,82.2,4.9,50.9,5.4,227.3,145.1,14.3,130.0,10.7,,,2025-05-29,-5.4,0.4379675547794112,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
646,2025-05-29 17:32:00,52.6904566,5.295255,4.2,,56.6,0.0,,0.0,215.1,,,158.5,10.9,,,2025-05-29,5.2,0.1415076681331213,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
647,2025-05-29 17:37:00,52.692705,5.29607,4.92,,49.4,4.7,9.9,5.2,243.4,-166.0,15.2,-160.0,10.7,,,2025-05-29,0.5,0.13833250579195813,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
648,2025-05-29 17:42:00,52.6997383,5.2974416,3.76,,67.7,4.9,33.2,5.7,236.9,169.2,18.8,165.5,14.0,,,2025-05-29,-0.5,0.4255843999260296,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
649,2025-05-29 17:47:00,52.7042516,5.306955,3.69,,77.4,4.9,54.4,5.2,235.4,158.0,16.0,149.0,11.6,,,2025-05-29,-1.9000000000000004,0.4399523225621522,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
650,2025-05-29 17:52:00,52.7053333,5.3122916,3.55,,171.5,2.7,189.3,3.3,174.5,3.0,13.5,2.5,16.3,,,2025-05-29,2.1000000000000005,0.20489416334742017,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
651,2025-05-29 17:57:00,52.7107483,5.31104,4.23,,17.6,4.9,339.0,5.4,239.5,-138.1,14.6,-121.5,11.4,,,2025-05-29,0.7999999999999998,0.328571686183565,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
652,2025-05-29 18:02:00,52.71782,5.3069716,3.56,,9.0,4.9,336.6,6.2,236.0,-133.0,20.0,-121.0,17.1,,,2025-05-29,-1.0,0.4500188332499977,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
653,2025-05-29 18:07:00,52.7253033,5.3020916,3.52,,12.2,5.1,342.0,5.2,214.5,-157.7,15.3,-147.5,10.8,,,2025-05-29,1.3999999999999995,0.4834909618646059,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
654,2025-05-29 18:12:00,52.7328633,5.29648,4.27,,22.2,6.7,350.5,6.6,232.8,-149.4,22.5,-138.0,17.1,,,2025-05-29,-1.1999999999999993,0.4980800845252541,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
655,2025-05-29 18:17:00,52.740275,5.2906733,4.99,,353.8,5.3,318.6,5.4,223.0,-130.8,16.6,-114.0,13.8,,,2025-05-29,0.39999999999999947,0.4929513188354843,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
656,2025-05-29 18:22:00,52.74639,5.28213,5.39,,351.9,4.4,317.0,5.8,236.6,-115.3,18.5,-102.0,17.1,,,2025-05-29,-0.7000000000000002,0.48126952090029157,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
657,2025-05-29 18:27:00,52.751255,5.2727166,5.45,,341.4,4.0,312.3,5.1,237.7,-103.7,17.4,-90.5,16.9,,,2025-05-29,0.5,0.450229725882457,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
658,2025-05-29 18:32:00,52.7570466,5.2629966,5.74,,353.8,4.7,319.5,5.6,229.2,-124.6,17.0,-109.5,14.8,,,2025-05-29,0.40000000000000036,0.4960790082761454,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
659,2025-05-29 18:37:00,52.7628166,5.2533266,5.97,,348.3,5.3,314.5,6.0,223.9,-124.4,19.8,-110.0,17.4,,,2025-05-29,-0.7999999999999998,0.49383941415830535,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
660,2025-05-29 18:42:00,52.7683916,5.2433016,6.25,,318.1,4.0,298.2,5.2,220.3,-97.8,19.4,-86.0,19.3,,,2025-05-29,-1.5,0.49507582280629714,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
661,2025-05-29 18:47:00,52.7709583,5.2352366,6.06,,330.0,2.5,306.5,3.7,232.1,-97.9,24.4,-92.0,24.2,,,2025-05-29,-0.10000000000000009,0.3313084338981638,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
662,2025-05-29 18:52:00,52.773525,5.22788,5.87,,301.1,3.1,301.3,3.6,195.4,-105.7,23.1,-98.0,22.5,,,2025-05-29,1.1,0.30873372718853853,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
663,2025-05-29 18:57:00,52.77373,5.222815,5.75,,125.4,4.5,136.0,4.7,171.7,46.3,22.2,39.0,25.6,,,2025-05-29,0.09999999999999964,0.18454163156406864,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
664,2025-05-29 19:02:00,52.7689916,5.2309416,5.51,,126.1,4.7,127.0,4.8,183.6,57.5,12.2,42.5,15.3,,,2025-05-29,-2.5999999999999996,0.4103214873462684,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
665,2025-05-29 19:07:00,52.7651083,5.2368433,5.55,,213.7,2.1,230.5,2.2,169.7,-44.0,17.0,-39.5,18.6,,,2025-05-29,3.0,0.31701482053454844,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
666,2025-05-29 19:12:00,52.7612566,5.24389,5.65,,119.2,4.9,128.1,5.2,176.3,57.1,14.2,43.5,17.4,,,2025-05-29,0.0,0.3452924075693103,2025-05-29 - Hoorn - Enkhuizen.md,2025-05-29,- Hoorn - Enkhuizen, Hoorn ,, Enkhuizen
